lemma,n_t_plus,n_t_minus,mean_coord_raw_t_plus,mean_coord_raw_t_minus,delta_coord_raw,mean_coord_calibrated_t_plus,mean_coord_calibrated_t_minus,delta_coord_calibrated,probe_form_token_count,probe_form_token_pieces,probe_subject,probe_subject_animacy
kekom,1,1,-12.53979778289795,-0.39299678802490234,-12.146800994873047,12.53979778289795,0.39299678802490234,12.146800994873047,2,"['Ġke', 'kom']",driver,animate
kloolen,1,1,-19.01453971862793,-8.263681411743164,-10.750858306884766,19.01453971862793,8.263681411743164,10.750858306884766,3,"['Ġkl', 'ool', 'en']",shirt,inanimate
kloolle,1,1,-16.448997497558594,-2.4912021160125732,-13.95779538154602,16.448997497558594,2.4912021160125732,13.95779538154602,3,"['Ġkl', 'ool', 'le']",shirt,inanimate
kloolup,1,1,-16.2946720123291,-1.220479965209961,-15.07419204711914,16.2946720123291,1.220479965209961,15.07419204711914,3,"['Ġkl', 'ool', 'up']",student,animate
kloozen,1,1,-23.097400665283203,-3.802201747894287,-19.295198917388916,23.097400665283203,3.802201747894287,19.295198917388916,3,"['Ġkl', 'oo', 'zen']",box,inanimate
mexiv,1,1,-13.669425964355469,-3.916285991668701,-9.753139972686768,13.669425964355469,3.916285991668701,9.753139972686768,2,"['Ġme', 'xiv']",driver,animate
mulom,1,1,-13.435587882995605,-7.124955654144287,-6.310632228851318,13.435587882995605,7.124955654144287,6.310632228851318,2,"['Ġmul', 'om']",chef,animate
navip,1,1,-9.90070629119873,-3.317828893661499,-6.5828773975372314,9.90070629119873,3.317828893661499,6.5828773975372314,2,"['Ġnav', 'ip']",box,inanimate
negiv,1,1,-12.268762588500977,-7.744911193847656,-4.52385139465332,12.268762588500977,7.744911193847656,4.52385139465332,2,"['Ġneg', 'iv']",paper,inanimate
nexev,1,1,-10.553088188171387,-4.078151226043701,-6.4749369621276855,10.553088188171387,4.078151226043701,6.4749369621276855,2,"['Ġnex', 'ev']",student,animate
nexip,1,1,-13.78824520111084,-5.651678085327148,-8.136567115783691,13.78824520111084,5.651678085327148,8.136567115783691,2,"['Ġnex', 'ip']",driver,animate
noviv,1,1,-9.997281074523926,-6.379894733428955,-3.6173863410949707,9.997281074523926,6.379894733428955,3.6173863410949707,2,"['Ġnov', 'iv']",paper,inanimate
nudup,1,1,-18.805374145507812,-4.988931179046631,-13.816442966461182,18.805374145507812,4.988931179046631,13.816442966461182,2,"['Ġnud', 'up']",shirt,inanimate
pefet,1,1,-14.846152305603027,-5.875885009765625,-8.970267295837402,14.846152305603027,5.875885009765625,8.970267295837402,2,"['Ġpe', 'fet']",shirt,inanimate
pleeshop,1,1,-20.078319549560547,-2.500645637512207,-17.57767391204834,20.078319549560547,2.500645637512207,17.57767391204834,3,"['Ġple', 'es', 'hop']",box,inanimate
sezip,1,1,-25.345867156982422,-9.573956489562988,-15.771910667419434,25.345867156982422,9.573956489562988,15.771910667419434,2,"['Ġse', 'zip']",student,animate
skaickle,1,1,-19.47049903869629,-4.345173358917236,-15.125325679779053,19.47049903869629,4.345173358917236,15.125325679779053,3,"['Ġska', 'ick', 'le']",box,inanimate
skaickop,1,1,-18.912639617919922,-10.97964859008789,-7.932991027832031,18.912639617919922,10.97964859008789,7.932991027832031,3,"['Ġska', 'ick', 'op']",student,animate
skaickum,1,1,-9.554476737976074,-6.920989513397217,-2.6334872245788574,9.554476737976074,6.920989513397217,2.6334872245788574,3,"['Ġska', 'ick', 'um']",shirt,inanimate
sugop,1,1,-20.6658992767334,-9.531331062316895,-11.134568214416504,20.6658992767334,9.531331062316895,11.134568214416504,2,"['Ġsug', 'op']",driver,animate
tekom,1,1,-9.81119441986084,-1.4079176187515259,-8.403276801109314,9.81119441986084,1.4079176187515259,8.403276801109314,2,"['Ġte', 'kom']",chef,animate
texev,1,1,-8.823954582214355,-4.0667853355407715,-4.757169246673584,8.823954582214355,4.0667853355407715,4.757169246673584,2,"['Ġtex', 'ev']",student,animate
texom,1,1,-7.747474670410156,-5.581984996795654,-2.165489673614502,7.747474670410156,5.581984996795654,2.165489673614502,2,"['Ġtex', 'om']",paper,inanimate
tobiv,1,1,-8.3159818649292,-5.756747245788574,-2.559234619140625,8.3159818649292,5.756747245788574,2.559234619140625,2,"['Ġtob', 'iv']",paper,inanimate
tozip,1,1,-14.687995910644531,0.8205020427703857,-15.508497953414917,14.687995910644531,-0.8205020427703857,15.508497953414917,2,"['Ġto', 'zip']",shirt,inanimate
vedev,1,1,-10.263745307922363,-4.09286642074585,-6.170878887176514,10.263745307922363,4.09286642074585,6.170878887176514,2,"['Ġved', 'ev']",driver,animate
vedup,1,1,-18.26345443725586,-1.9473150968551636,-16.316139340400696,18.26345443725586,1.9473150968551636,16.316139340400696,2,"['Ġved', 'up']",student,animate
vefet,1,1,-20.826356887817383,-10.600781440734863,-10.22557544708252,20.826356887817383,10.600781440734863,10.22557544708252,2,"['Ġve', 'fet']",driver,animate
veket,1,1,-13.678439140319824,-3.7125916481018066,-9.965847492218018,13.678439140319824,3.7125916481018066,9.965847492218018,2,"['Ġve', 'ket']",box,inanimate
vezev,1,1,-7.853968143463135,-3.9032716751098633,-3.9506964683532715,7.853968143463135,3.9032716751098633,3.9506964683532715,2,"['Ġvez', 'ev']",student,animate
vezop,1,1,-22.422428131103516,-9.339996337890625,-13.08243179321289,22.422428131103516,9.339996337890625,13.08243179321289,2,"['Ġvez', 'op']",chef,animate
vidiv,1,1,-10.070669174194336,-6.524532318115234,-3.5461368560791016,10.070669174194336,6.524532318115234,3.5461368560791016,2,"['Ġvid', 'iv']",shirt,inanimate
viget,1,1,-20.754072189331055,-0.03553438186645508,-20.7185378074646,20.754072189331055,0.03553438186645508,20.7185378074646,2,"['Ġvig', 'et']",shirt,inanimate
vilom,1,1,-16.220922470092773,-7.601799011230469,-8.619123458862305,16.220922470092773,7.601799011230469,8.619123458862305,2,"['Ġvil', 'om']",student,animate
vizop,1,1,-13.785409927368164,-6.953347682952881,-6.832062244415283,13.785409927368164,6.953347682952881,6.832062244415283,2,"['Ġviz', 'op']",box,inanimate
vomom,1,1,-15.981378555297852,-3.4186325073242188,-12.562746047973633,15.981378555297852,3.4186325073242188,12.562746047973633,2,"['Ġvom', 'om']",student,animate
vomum,1,1,-23.57066535949707,-6.8020830154418945,-16.768582344055176,23.57066535949707,6.8020830154418945,16.768582344055176,2,"['Ġvom', 'um']",driver,animate
vonen,1,1,-20.51860809326172,-7.952948093414307,-12.565659999847412,20.51860809326172,7.952948093414307,12.565659999847412,2,"['Ġvon', 'en']",student,animate
vonop,1,1,-20.432403564453125,-7.806078910827637,-12.626324653625488,20.432403564453125,7.806078910827637,12.626324653625488,2,"['Ġvon', 'op']",shirt,inanimate
voocket,1,1,-21.914627075195312,-4.318295001983643,-17.59633207321167,21.914627075195312,4.318295001983643,17.59633207321167,2,"['Ġvo', 'ocket']",chef,animate
voockip,1,1,-14.316596984863281,-3.6786627769470215,-10.63793420791626,14.316596984863281,3.6786627769470215,10.63793420791626,3,"['Ġvo', 'ock', 'ip']",driver,animate
voockle,1,1,-18.083755493164062,5.2293806076049805,-23.313136100769043,18.083755493164062,-5.2293806076049805,23.313136100769043,3,"['Ġvo', 'ock', 'le']",paper,inanimate
voockum,1,1,-14.521615982055664,-8.559032440185547,-5.962583541870117,14.521615982055664,8.559032440185547,5.962583541870117,3,"['Ġvo', 'ock', 'um']",chef,animate
votup,1,1,-20.976356506347656,-4.995184898376465,-15.981171607971191,20.976356506347656,4.995184898376465,15.981171607971191,2,"['Ġvot', 'up']",chef,animate
voxev,1,1,-9.497632026672363,-2.8887522220611572,-6.608879804611206,9.497632026672363,2.8887522220611572,6.608879804611206,2,"['Ġvox', 'ev']",student,animate
zeble,1,1,-19.884246826171875,0.06859219074249268,-19.952839016914368,19.884246826171875,-0.06859219074249268,19.952839016914368,2,"['Ġze', 'ble']",driver,animate
zezet,1,1,-15.755364418029785,-6.155970096588135,-9.59939432144165,15.755364418029785,6.155970096588135,9.59939432144165,2,"['Ġze', 'zet']",box,inanimate
zumum,1,1,-13.020145416259766,-5.81897497177124,-7.201170444488525,13.020145416259766,5.81897497177124,7.201170444488525,2,"['Ġzum', 'um']",student,animate
zuven,1,1,-12.684701919555664,0.311232328414917,-12.995934247970581,12.684701919555664,-0.311232328414917,12.995934247970581,2,"['Ġzu', 'ven']",shirt,inanimate
